"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"BOGUR0000","201104ALabama","Alabama Tornador of April 2011","Bogue","Jane",3/26/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Bogue came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"DAVIS0008","201104ALabama","Alabama Tornador of April 2011","Davis","John",11/19/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Davis was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"STRATT0000","201104ALabama","Alabama Tornador of April 2011","Stratton","John",6/2/1971 0:00:00,41,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Stratton was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"GIBBS0000","201104ALabama","Alabama Tornador of April 2011","Gibbs","John",7/22/1973 0:00:00,39,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Gibbs was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"GIBBS0001","201104ALabama","Alabama Tornador of April 2011","Gibbs","John",4/19/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Gibbs was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DAVIS0016","201104ALabama","Alabama Tornador of April 2011","Davis","John",12/5/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Davis was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"0000000018","201104ALabama","Alabama Tornador of April 2011","Terry","John",11/25/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Terry was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"0000000019","201104ALabama","Alabama Tornador of April 2011","Hargrove","John",11/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hargrove was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"0000000020","201104ALabama","Alabama Tornador of April 2011","Alexander","John",10/3/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Alexander was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JACKSO0002","201104ALabama","Alabama Tornador of April 2011","Jackson","Jane",2/20/1971 0:00:00,41,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Jackson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LINDSE0000","201104ALabama","Alabama Tornador of April 2011","Lindsey","Jane",11/29/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Lindsey came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SMITH0012","201104ALabama","Alabama Tornador of April 2011","Smith","John",7/21/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Smith was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"GRAYBI0000","201104ALabama","Alabama Tornador of April 2011","Graybill","Jane",10/19/1967 0:00:00,45,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Graybill came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"KILGRO0005","201104ALabama","Alabama Tornador of April 2011","Kilgro","Jane",7/27/1967 0:00:00,45,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Kilgro came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LANDER0003","201104ALabama","Alabama Tornador of April 2011","Landers","Jane",12/9/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Landers came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GREEN0001","201104ALabama","Alabama Tornador of April 2011","Green","John",6/16/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Green was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"TORREB0004","201104ALabama","Alabama Tornador of April 2011","Torreblanca","Jane",2/23/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Torreblanca came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ALTAMI0000","201104ALabama","Alabama Tornador of April 2011","Altamirano","Jane",1/25/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Altamirano came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GARTH0001","201104ALabama","Alabama Tornador of April 2011","Garth","Jane",6/14/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Garth came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BELLO0000","201104ALabama","Alabama Tornador of April 2011","Bello","John",1/22/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Bello was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WEED0002","201104ALabama","Alabama Tornador of April 2011","Weed","Jane",4/9/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Weed came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SMITH0016","201104ALabama","Alabama Tornador of April 2011","Smith","Jane",12/1/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Smith came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BATES0001","201104ALabama","Alabama Tornador of April 2011","Bates","Jane",10/31/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Bates came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WALKER0005","201104ALabama","Alabama Tornador of April 2011","Walker-Owens","John",10/3/1967 0:00:00,45,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Walker-Owens was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BYRD0002","201104ALabama","Alabama Tornador of April 2011","Byrd","John",4/23/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Byrd was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"OHSNER0000","201104ALabama","Alabama Tornador of April 2011","Ohsner","John",4/20/1971 0:00:00,41,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Ohsner was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"GOOCH0004","201104ALabama","Alabama Tornador of April 2011","Gooch","Jane",11/18/1974 0:00:00,38,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Gooch came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ORTIZ0000","201104ALabama","Alabama Tornador of April 2011","Ortiz","Jane",6/5/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Ortiz came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"UPTON0000","201104ALabama","Alabama Tornador of April 2011","Upton","John",3/29/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Upton was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ALTAMI0001","201104ALabama","Alabama Tornador of April 2011","Altamirano","John",10/12/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Altamirano was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LOVETT0000","201104ALabama","Alabama Tornador of April 2011","Lovett","John",4/13/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lovett was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WOODS0002","201104ALabama","Alabama Tornador of April 2011","Woods","Jane",12/1/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Woods came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BAKER0001","201104ALabama","Alabama Tornador of April 2011","Stovall","Jane",4/16/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stovall came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"HUTTO0000","201104ALabama","Alabama Tornador of April 2011","Hutto","John",6/10/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hutto was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PENNIN0000","201104ALabama","Alabama Tornador of April 2011","Pennington","Jane",11/30/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Pennington came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SMITH0008","201104ALabama","Alabama Tornador of April 2011","Smith","Jane",11/6/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Smith came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MCALLI0001","201104ALabama","Alabama Tornador of April 2011","McAllister","John",11/7/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John McAllister was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ALDRID0000","201104ALabama","Alabama Tornador of April 2011","Aldridge","Jane",4/8/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Aldridge came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SULLIV0000","201104ALabama","Alabama Tornador of April 2011","Sullivan","Jane",2/9/1972 0:00:00,40,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Sullivan came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"DUTTON0005","201104ALabama","Alabama Tornador of April 2011","Dutton","Jane",8/9/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Dutton came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CAMRON0000","201104ALabama","Alabama Tornador of April 2011","Camron","Jane",12/9/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Camron came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SMITH0030","201104ALabama","Alabama Tornador of April 2011","Smith","John",11/25/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Smith was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CROUCH0000","201104ALabama","Alabama Tornador of April 2011","Crouch","John",12/6/1983 0:00:00,29,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Crouch was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MCCCLE0000","201104ALabama","Alabama Tornador of April 2011","McClesky","Jane",12/6/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane McClesky came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CORDOV0000","201104ALabama","Alabama Tornador of April 2011","Cordova","Jane",12/8/1983 0:00:00,29,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cordova came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"COFFMA0001","201104ALabama","Alabama Tornador of April 2011","Coffman","John",7/24/1973 0:00:00,39,"M",,"9m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Coffman was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WINSET0000","201104ALabama","Alabama Tornador of April 2011","Winsett","Jane",8/27/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Winsett came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MAHAFF0001","201104ALabama","Alabama Tornador of April 2011","Mahaffey","Jane",1/1/1970 0:00:00,42,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Mahaffey came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CARLOS0000","201104ALabama","Alabama Tornador of April 2011","Isidoro","Jane",2/7/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Isidoro came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"JONES0001","201104ALabama","Alabama Tornador of April 2011","Jones","Jane",6/24/1972 0:00:00,40,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Jones came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CONTRE0000","201104ALabama","Alabama Tornador of April 2011","Contreras","John",10/7/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Contreras was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DUSKIN0000","201104ALabama","Alabama Tornador of April 2011","Duskin","Jane",4/7/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Duskin came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"THOMPS0000","201104ALabama","Alabama Tornador of April 2011","Thompson","Jane",1/25/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Thompson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"HILGAD0000","201104ALabama","Alabama Tornador of April 2011","Hilgado","Jane",12/21/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Hilgado came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"STATES0000","201104ALabama","Alabama Tornador of April 2011","States","Jane",9/29/1980 0:00:00,32,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane States came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CRANE0000","201104ALabama","Alabama Tornador of April 2011","Crane","Jane",10/17/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Crane came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CURTIS0000","201104ALabama","Alabama Tornador of April 2011","Curtis","John",12/4/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Curtis was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"THORNS0000","201104ALabama","Alabama Tornador of April 2011","Thornsbury","John",12/30/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Thornsbury was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PHILLI0000","201104ALabama","Alabama Tornador of April 2011","Phillips","Jane",1/10/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Phillips came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MONTAL0000","201104ALabama","Alabama Tornador of April 2011","Montalban","John",8/6/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Montalban was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"NAVA0000","201104ALabama","Alabama Tornador of April 2011","Nava","Jane",12/8/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Nava came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CORNEL0000","201104ALabama","Alabama Tornador of April 2011","Cornelison","Jane",5/4/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cornelison came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"NGUYEN0000","201104ALabama","Alabama Tornador of April 2011","Nguyen","John",2/2/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Nguyen was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"VOSS0000","201104ALabama","Alabama Tornador of April 2011","Voss","Jane",3/21/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Voss came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"JOHNSO0002","201104ALabama","Alabama Tornador of April 2011","Johnson","Jane",6/18/1971 0:00:00,41,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Johnson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"JOHNSO0003","201104ALabama","Alabama Tornador of April 2011","Johnson","Jane",11/17/1976 0:00:00,36,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Johnson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GONZAL0000","201104ALabama","Alabama Tornador of April 2011","Leyva","John",12/15/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Leyva was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"NAVARR0000","201104ALabama","Alabama Tornador of April 2011","Navarrete","John",1/23/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Navarrete was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SHEFFI0000","201104ALabama","Alabama Tornador of April 2011","Sheffield","John",8/5/1965 0:00:00,47,"M",,"7m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Sheffield was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CONWAY0000","201104ALabama","Alabama Tornador of April 2011","Conway","Jane",10/13/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Conway came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"RIVERA0000","201104ALabama","Alabama Tornador of April 2011","Rivera","Jane",1/2/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Rivera came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"STRIPE0000","201104ALabama","Alabama Tornador of April 2011","Stripe","Jane",10/27/1966 0:00:00,46,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stripe came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"STRIPE0001","201104ALabama","Alabama Tornador of April 2011","Stripe","John",8/29/1969 0:00:00,43,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Stripe was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DALTON0000","201104ALabama","Alabama Tornador of April 2011","Dalton","John",7/4/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Dalton was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ALLEN0000","201104ALabama","Alabama Tornador of April 2011","Allen","John",3/15/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Allen was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HAGOOD0000","201104ALabama","Alabama Tornador of April 2011","Hagood","John",8/11/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hagood was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"STOUT0000","201104ALabama","Alabama Tornador of April 2011","Stout","Jane",2/12/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Stout came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MALDON0000","201104ALabama","Alabama Tornador of April 2011","Maldonado","Jane",10/30/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Maldonado came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
